High Ground  10E-20  ONE MOM LTR CMM WOE
Weatherseed Faeries  ULG-48  MBTWBLUE
Bone Shredder  ULG-49  MBTWBLACK
Brink of Madness  ULG-50  ZNR KHM STX MHTWO AFR
Unearth  ULG-72  MBTWBLACK
About Face  ULG-73  MBTWRED
Avalanche Riders  ULG-74  OLDFRAME
Ghitu Slinger  ULG-77  MBTWRED
Ghitu War Cry  ULG-78  OLDFRAME
Impending Disaster  ULG-82  OLDFRAME
Viashino Heretic  ULG-95  DMU BRO MOM LTR
Defense of the Heart  ULG-100  OLDFRAME
Yavimaya Granger  ULG-118  MBTWGREEN
Yavimaya Scion  ULG-119  ZNR KHM STX MHTWO
Angel's Trumpet  ULG-121  MBTWLMC
Thran War Machine  ULG-134  BRO ONE MOM LTR CMM WOE
Urza's Blueprints  ULG-137  ZNR KHM STX MHTWO AFR MID
Wheel of Torture  ULG-138  LTR CMM
Treetop Village  ULG-143  MBTWGREEN
Eldrazi Conscription  UMA-3  WOE LCI
Kozilek, Butcher of Truth  UMA-6  STX MHTWO
Faith's Fetters  UMA-16  WHITEA
Gods Willing  UMA-18  WHITEB
Hyena Umbra  UMA-21  WHITEA
Lotus-Eye Mystics  UMA-23  WHITEA
Resurrection  UMA-30  AFR MID VOW NEO WHITEA
Reveillark  UMA-31  ZNR KHM STX MHTWO AFR MID
Sigil of the New Dawn  UMA-35  MBTWWHITE
Skyspear Cavalry  UMA-36  WHITEA
Wandering Champion  UMA-42  WHITEA
Circular Logic  UMA-47  BLUEA
Foil  UMA-55  BLUEA
Frantic Search  UMA-57  BLUEA
Laboratory Maniac  UMA-61  BLUEA
Temporal Manipulation  UMA-77  ZNR KHM STX MHTWO
Apprentice Necromancer  UMA-84  MBTWBLACK
Demonic Tutor  UMA-93  AFR MID VOW NEO
Gurmag Angler  UMA-102  BLACKB
Mark of the Vampire  UMA-105  BLACKA
Mikaeus, the Unhallowed  UMA-106  MID VOW NEO SNC
Moan of the Unhallowed  UMA-107  MBTWBLACK
Anger  UMA-122  REDB
Firewing Phoenix  UMA-130  MBTWRED
Magmaw  UMA-138  MKM2 MBTWRED
Reckless Wurm  UMA-144  REDA
Sparkspitter  UMA-149  REDA
Devoted Druid  UMA-162  CLB DMU BRO ONE MOM
Eternal Witness  UMA-163  GREENA
Golgari Grave-Troll  UMA-167  MBTWRM
Penumbra Wurm  UMA-177  MBTWGREEN
Angel of Despair  UMA-196  MBTWLMC
Gaddock Teeg  UMA-199  MBTWRM
Fire  UMA-225a  MULTICOLOR
Phyrexian Altar  UMA-232  ONE MOM
Prismatic Lens  UMA-234  MBTWLMC
Mistveil Plains  UMA-247  MKM2 MBTWWHITE
Urborg, Tomb of Yawgmoth  UMA-254  MHTWO AFR MID VOW
Attempted Murder  UNF-66  MBTWBLACK
Mountain  UNH-139  MHTWO AFR
Angelic Page  USG-4  MBTWWHITE
Catastrophe  USG-6  BRO MOM LTR
Rune of Protection: Lands  USG-39  CMM
Energy Field  USG-73  OLDFRAME
Pendrell Drake  USG-86  MBTWBLUE
Peregrine Drake  USG-88  MBTWBLUE
Rescind  USG-92  MBTWBLUE
Rewind  USG-93  MBTWBLUE
Stroke of Genius  USG-100  LTR CMM
Sunder  USG-101  CLB DMU BRO MOM
Windfall  USG-111  MBTWBLUE
Zephid's Embrace  USG-114  MBTWBLUE
Contamination  USG-123  DMU BRO MOM LTR
Corrupt  USG-124  MBTWBLACK
Despondency  USG-129  MBTWBLACK
Expunge  USG-135  MBTWBLACK
Oppression  USG-143  CMM
Order of Yawgmoth  USG-144  MBTWBLACK
Pestilence  USG-147  OLDFRAME
Rain of Filth  USG-151  MBTWBLACK
Skirge Familiar  USG-157  MBTWBLACK
Spined Fluke  USG-160  CMM WOE LCI
Vile Requiem  USG-167  MBTWBLACK
Witch Engine  USG-169  BRO MOM LTR CMM
Acidic Soil  USG-172  BRO ONE MOM LTR CMM MBTWRED
Arc Lightning  USG-174  MBTWRED
Bedlam  USG-175  NEO CLB DMU BRO MOM
Brand  USG-176  BRO MOM LTR CMM
Falter  USG-184  MBTWRED
Goblin Matron  USG-191  MBTWRED
Goblin Offensive  USG-192  MBTWRED
Outmaneuver  USG-205  MBTWRED
Shivan Raptor  USG-215  MBTWRED
Shiv's Embrace  USG-216  MBTWRED
Sneak Attack  USG-218  AFR MID VOW NEO
Argothian Elder  USG-233  BRO ONE MOM LTR MBTWGREEN
Carpet of Flowers  USG-240  OLDFRAME
Citanul Hierophants  USG-244  BRO MOM LTR
Cradle Guard  USG-245  ZNR KHM STX MHTWO AFR MID
Endless Wurm  USG-249  NEO CLB DMU BRO MOM
Gaea's Embrace  USG-255  BRO ONE MOM LTR MBTWGREEN
Hidden Herd  USG-262  CMM
Pouncing Jaguar  USG-269  LCI
Retaliation  USG-272  BRO ONE MOM LTR
Symbiosis  USG-275  MBTWGREEN
Vernal Bloom  USG-281  CMM
Endoskeleton  USG-294  BRO ONE MOM LTR CMM
Mishra's Helix  USG-302  BRO MOM LTR CMM
Phyrexian Colossus  USG-305  BRO MOM LTR
Smokestack  USG-309  BRO MOM LTR
Urza's Armor  USG-313  BRO ONE MOM
Worn Powerstone  USG-318  ZNR KHM STX MHTWO AFR MID MBTWLMC
Phyrexian Tower  USG-322  ZNR KHM STX
Shivan Gorge  USG-326  VOW NEO CLB DMU
Thran Quarry  USG-329  BRO MOM LTR CMM
Steamflogger Boss  UST-93  RARE
Cataclysm  V14-3  MBTWRM
Miraculous Recovery  VIS-13  MBTWWHITE
Teferi's Honor Guard  VIS-22  MBTWWHITE
Man-o'-War  VIS-37  ZNR KHM STX MHTWO
Brood of Cockroaches  VIS-53  MBTWBLACK
Crypt Rats  VIS-55  DMU BRO ONE MOM LTR
Necromancy  VIS-64  ZNR KHM STX MHTWO AFR MID
Fireblast  VIS-79  MBTWRED
Rock Slide  VIS-92  MBTWRED
Viashino Sandstalker  VIS-100  OLDFRAME
Elephant Grass  VIS-104  DMU BRO ONE MOM LTR
Giant Caterpillar  VIS-108  CMM WOE LCI
Quirion Ranger  VIS-117  MBTWGREEN
Army Ants  VIS-126  ZNR KHM
Dragon Mask  VIS-144  OLDFRAME
Helm of Awakening  VIS-145  OLDFRAME
Phyrexian Walker  VIS-152  DMU BRO ONE MOM MBTWLMC
Karoo  VIS-165  MBTWWHITE
Quicksand  VIS-166  MBTWLMC
Exile  VMA-27  MBTWWHITE
Krovikan Sorcerer  VMA-77  MBTWBLUE
Turnabout  VMA-99  MBTWBLUE
Predatory Nightstalker  VMA-134  MBTWBLACK
Field of Souls  VOC-86  MBTWWHITE
Falkenrath Noble  VOC-128  MBTWBLACK
Fierce Retribution  VOW-13  MBTWWHITE
Traveling Minister  VOW-39  MBTWWHITE
Alchemist's Retrieval  VOW-47  MBTWBLUE
Wash Away  VOW-87  MBTWBLUE
Blood Fountain  VOW-95  MBTWBLACK
Demonic Bargain  VOW-103  WOE LCI
Fell Stinger  VOW-112  MBTWBLACK
Hero's Downfall  VOW-120  MBTWBLACK
Falkenrath Celebrants  VOW-156  MBTWRED
Reckless Impulse  VOW-174  MBTWRED
Voldaren Epicure  VOW-182  MBTWRED
Dig Up  VOW-197  MOM LTR CMM WOE
Laid to Rest  VOW-207  MKM2
Massive Might  VOW-208  MBTWGREEN
Ancient Lumberknot  VOW-230  MBTWLMC
Bloodtithe Harvester  VOW-232  MBTWLMC
Mind Rot  W16-7  BLACKB
Drag Under  W17-9  BLUEA
Nightmare  W17-17  AFR MID VOW NEO SNC
Sengir Vampire  W17-19  BLACKA
Falkenrath Reaver  W17-21  REDA
Stalking Tiger  W17-28  GREENB
Ajani's Pridemate  WAR-4  WHITEB
Bond of Discipline  WAR-6  MBTWWHITE
Bulwark Giant  WAR-7  WHITEA
Defiant Strike  WAR-9  WHITEA
Grateful Apparition  WAR-17  MBTWWHITE
Ravnica at War  WAR-28  MOM LTR CMM WOE
Teyo, the Shieldmage  WAR-32  MBTWWHITE
The Wanderer  WAR-37  NEO CLB DMU BRO ONE
Wanderer's Strike  WAR-38  MBTWWHITE
Crush Dissent  WAR-47  BLUEA
Fblthp, the Lost  WAR-50  RARE
Flux Channeler  WAR-52  MBTWBLUE
Jace, Wielder of Mysteries  WAR-54  MKM1
Kasmina, Enigmatic Mentor  WAR-56  STX MBTWBLUE
Kiora's Dambreaker  WAR-58  BLUEA
Lazotep Plating  WAR-59  MBTWBLUE
Narset's Reversal  WAR-62  MBTWRM
Thunder Drake  WAR-73  BLUEA
Aid the Fallen  WAR-76  BLACKA
Davriel, Rogue Shadowmage  WAR-83  MBTWBLACK
Kaya's Ghostform  WAR-94  MBTWBLACK
Lazotep Behemoth  WAR-95  BLACKA
Spark Reaper  WAR-106  MBTWBLACK
Vraska's Finisher  WAR-112  BLACKA
Blindblast  WAR-114  REDA
Bolt Bend  WAR-115  MBTWRED
Burning Prophet  WAR-117  MBTWRED
Chandra's Pyrohelix  WAR-120  REDA
Honor the God-Pharaoh  WAR-132  MBTWRED
Jaya, Venerated Firemage  WAR-135  MBTWRED
Krenko, Tin Street Kingpin  WAR-137  SNC CLB DMU BRO
Mizzium Tank  WAR-138  NEO SNC CLB DMU
Samut's Sprint  WAR-142  REDA
Tibalt, Rakish Instigator  WAR-146  KHM MBTWRED
Tibalt's Rager  WAR-147  REDA
Arlinn, Voice of the Pack  WAR-150  MID VOW NEO
Bloom Hulk  WAR-154  MBTWGREEN
Challenger Troll  WAR-157  MBTWGREEN
Courage in Crisis  WAR-158  LTR CMM WOE LCI
Evolution Sage  WAR-159  MBTWGREEN
Pollenbright Druid  WAR-173  MBTWGREEN
Vivien's Grizzly  WAR-182  MBTWGREEN
Ajani, the Greathearted  WAR-184  MBTWRM
Cruel Celebrant  WAR-188  VOW NEO CLB DMU
Deathsprout  WAR-189  LCI
Invade the City  WAR-201  CLB DMU BRO ONE
Mayhem Devil  WAR-204  MBTWLMC
Niv-Mizzet Reborn  WAR-208  STX MHTWO AFR MID VOW
Ral, Storm Conduit  WAR-211  MBTWRM
Tamiyo, Collector of Tales  WAR-220  NEO SNC
Tolsimir, Friend to Wolves  WAR-224  LTR CMM WOE LCI
Angrath, Captain of Chaos  WAR-227  ZNR KHM
Kiora, Behemoth Beckoner  WAR-232  MBTWLMC
Firemind Vessel  WAR-237  MBTWLMC
God-Pharaoh's Statue  WAR-238  MBTWLMC
Interplanar Beacon  WAR-247  ONE MOM LTR CMM WOE
Desperate Lunge  WAR-266  MBTWWHITE
Guildpact Informant  WAR-271  MBTWBLUE
Argivian Find  WTH-6  BRO ONE MOM LTR CMM
Benalish Infantry  WTH-8  DMU BRO ONE MOM LTR
Empyrial Armor  WTH-13  OLDFRAME
Master of Arms  WTH-20  MBTWWHITE
Volunteer Reserves  WTH-29  OLDFRAME
Cloud Djinn  WTH-36  MBTWBLUE
Disrupt  WTH-37  MBTWBLUE
Noble Benefactor  WTH-44  ZNR KHM STX MHTWO
Ophidian  WTH-45  MBTWBLUE
Relearn  WTH-51  STX MHTWO AFR MID VOW
Teferi's Veil  WTH-53  DMU BRO ONE MOM LTR
Vodalian Illusionist  WTH-58  ZNR KHM STX MHTWO
Barrow Ghoul  WTH-61  LTR CMM WOE LCI
Buried Alive  WTH-63  MBTWBLACK
Doomsday  WTH-66  DMU BRO MOM LTR
Fledgling Djinn  WTH-69  MBTWBLACK
Mischievous Poltergeist  WTH-74  MBTWBLACK
Strands of Night  WTH-82  MBTWBLACK
Boiling Blood  WTH-92  VOW NEO CLB DMU
Cone of Flame  WTH-95  MBTWRED
Goblin Grenadiers  WTH-104  MBTWRED
Lava Hounds  WTH-109  MBTWRED
Orcish Settlers  WTH-112  MBTWRED
Dingus Staff  WTH-149  MBTWLMC
Phyrexian Furnace  WTH-155  DMU BRO ONE MOM
Serrated Biskelion  WTH-156  MBTWLMC
Thran Forge  WTH-159  BRO ONE MOM LTR
Gemstone Mine  WTH-164  MBTWLMC
Loam Lion  WWK-13  MBTWWHITE
Perimeter Captain  WWK-16  MBTWWHITE
Jwari Shapeshifter  WWK-32  ZNR
Sejiri Merfolk  WWK-36  MBTWBLUE
Voyager Drake  WWK-45  MBTWBLUE
Kalastria Highborn  WWK-59  ZNR
Quest for the Nihil Stone  WWK-64  CLB DMU BRO
Shoreline Salvager  WWK-67  MBTWBLACK
Ricochet Trap  WWK-87  MBTWRED
Searing Blaze  WWK-90  MBTWRED
Avenger of Zendikar  WWK-96  MOM LTR CMM
Leatherback Baloth  WWK-107  MBTWGREEN
Summit Apes  WWK-114  MBTWGREEN
Amulet of Vigor  WWK-121  FOIL
Everflowing Chalice  WWK-123  ZNR
Bojuka Bog  WWK-132  ZNR
Adanto Vanguard  XLN-1  WHITEB
Bellowing Aegisaur  XLN-4  MBTWWHITE
Emissary of Sunrise  XLN-10  MID VOW NEO CLB
Encampment Keeper  XLN-11  WHITEB
Ixalan's Binding  XLN-17  MOM LTR CMM WOE LCI
Looming Altisaur  XLN-23  WHITEB
Paladin of the Bloodstained  XLN-25  WHITEB
Sanguine Sacrament  XLN-33  VOW NEO SNC CLB DMU
Settle the Wreckage  XLN-34  MBTWRM
Shining Aerosaur  XLN-36  WHITEA
Slash of Talons  XLN-38  WHITEB
Sunrise Seeker  XLN-40  WHITEB
Territorial Hammerskull  XLN-41  WHITEA
Chart a Course  XLN-48  BLUEA
Dive Down  XLN-53  MBTWBLUE
Herald of Secret Streams  XLN-59  MBTWRM
Pirate's Prize  XLN-68  MBTWBLUE
Prosperous Pirates  XLN-69  BLUEB
Shipwreck Looter  XLN-76  BLUEA
Siren Stormtamer  XLN-79  MBTWBLUE
Spell Swindle  XLN-82  MHTWO AFR MID VOW NEO
Storm Sculptor  XLN-85  BLUEB
Tempest Caller  XLN-86  MBTWBLUE
Wind Strider  XLN-88  BLUEA
Bishop of the Bloodstained  XLN-91  MKM2
Costly Plunder  XLN-96  BLACKB
Deadeye Tormentor  XLN-98  BLACKA
Desperate Castaways  XLN-101  BLACKB
March of the Drowned  XLN-112  BLACKB
Queen's Agent  XLN-114  BLACKB
Raiders' Wake  XLN-116  MBTWBLACK
Revel in Riches  XLN-117  RARE
Ruthless Knave  XLN-119  MBTWBLACK
Spreading Rot  XLN-125  BLACKB
Walk the Plank  XLN-130  BLACKA
Brazen Buccaneers  XLN-134  REDA
Charging Monstrosaur  XLN-138  REDA
Demolish  XLN-139  REDB
Frenzied Raptor  XLN-146  REDB
Hijack  XLN-148  REDB
Rummaging Goblin  XLN-160  REDB
Star of Extinction  XLN-161  LCI RARE
Sun-Crowned Hunters  XLN-164  REDB
Swashbuckling  XLN-167  REDB
Ancient Brontodon  XLN-175  GREENA
Blossom Dryad  XLN-178  GREENB
Colossal Dreadmaw  XLN-180  GREENB
Deeproot Champion  XLN-185  STX MHTWO AFR MID VOW
Jungle Delver  XLN-195  GREENA
New Horizons  XLN-198  GREENA
Snapping Sailback  XLN-208  GREENA
Thundering Spineback  XLN-210  MBTWGREEN
Admiral Beckett Brass  XLN-217  SNC CLB DMU BRO
Belligerent Brontodon  XLN-218  VOW NEO CLB DMU MULTICOLOR
Raging Swordtooth  XLN-226  MULTICOLOR
Field of Ruin  XLN-254  COLORLESS
Unclaimed Territory  XLN-258  COLORLESS
Castaway's Despair  XLN-281  BLUEB
Emeria Angel  ZEN-11  ZNR
Journey to Nowhere  ZEN-14  MBTWWHITE
Kazandu Blademaster  ZEN-16  ZNR
Quest for the Holy Relic  ZEN-33  AFR MID VOW NEO
Shepherd of the Lost  ZEN-34  MBTWWHITE
Steppe Lynx  ZEN-36  MBTWWHITE
Archive Trap  ZEN-41  STX MHTWO AFR MID VOW
Hedron Crab  ZEN-47  OLDFRAME
Lorthos, the Tidemaker  ZEN-53  ZNR
Merfolk Seastalkers  ZEN-55  MBTWBLUE
Rite of Replication  ZEN-61  MOM LTR CMM
Spreading Seas  ZEN-70  MBTWBLUE
Bloodchief Ascension  ZEN-82  VOW NEO CLB DMU
Bloodghast  ZEN-83  ZNR
Gatekeeper of Malakir  ZEN-89  ZNR KHM STX MHTWO AFR MID MBTWBLACK
Ravenous Trap  ZEN-109  FOIL
Sorin Markov  ZEN-111  OLDFRAME
Vampire Nighthawk  ZEN-116  ZNR
Goblin Bushwhacker  ZEN-125  FOIL
Plated Geopede  ZEN-141  ZNR
Pyromancer Ascension  ZEN-143  ZNR
Baloth Woodcrasher  ZEN-157  MBTWGREEN
Nissa Revane  ZEN-170  ZNR
River Boa  ZEN-180  OLDFRAME
Vines of Vastwood  ZEN-193  MBTWGREEN
Trailblazer's Boots  ZEN-208  FOIL
Trusty Machete  ZEN-209  ZNR
Emeria, the Sky Ruin  ZEN-213  ZNR
Whispersteel Dagger  ZNC-5  NEO SNC CLB DMU
Invisible Stalker  ZNC-27  MBTWBLUE
Sygg, River Cutthroat  ZNC-103  LCI
Fearless Fledgling  ZNR-15  MBTWWHITE
Kor Celebrant  ZNR-22  MBTWWHITE
Ruin Crab  ZNR-75  MBTWBLUE
Bloodchief's Thirst  ZNR-94  MBTWBLACK
Thundering Sparkmage  ZNR-171  CLB DMU BRO ONE MOM
Vastwood Surge  ZNR-217  MBTWGREEN
Linvala, Shield of Sea Gate  ZNR-226  CLB DMU BRO ONE
Spoils of Adventure  ZNR-237  CLB DMU BRO ONE
Canyon Jerboa  ZNR-290  MHTWO AFR
Skyclave Shade  ZNR-298  KHM STX
Aven Fisher  ODY-63  MBTWBLUE
